,ProcessedText,InformationType_coarse,ProcessedText_length,ProcessedText_BERT,ProcessedText_BERTbase_length,ProcessedText_BERTlarge_length,InformationType_label
3370,"in a developing country, not many can afford to send their children to school.",Premise,14,"[CLS] in a developing country, not many can afford to send their children to school.",17,17,0
3371,"though animal experiments have negative impact on the natural balance, it is necessary to make sure that people can live a long life.",Premise,23,"[CLS] though animal experiments have negative impact on the natural balance, it is necessary to make sure that people can live a long life.",26,26,0
3372,"in addition, it should be to some extent paternalistic to prevent students from avoiding hurdles.",Claim,15,"[CLS] in addition, it should be to some extent paternalistic to prevent students from avoiding hurdles.",19,19,1
3373,i remember a friend told me one day that because she was watching a telenovela i could not go to her house a certain time during the night.,Premise,28,[CLS] i remember a friend told me one day that because she was watching a telenovela i could not go to her house a certain time during the night.,30,30,0
3374,"with the money they earn from extra jobs, which normally is not much, those difficulties could be partially solved.",Premise,19,"[CLS] with the money they earn from extra jobs, which normally is not much, those difficulties could be partially solved.",23,23,0
3375,i think i still have to point out that there are some different points of view.,None,16,[CLS] i think i still have to point out that there are some different points of view.,18,18,2
3376,"for example, setting event once a week to gather everyone in family to spend time with each other.",Premise,18,"[CLS] for example, setting event once a week to gather everyone in family to spend time with each other.",21,21,0
3377,"with this distinguished performance, the student would acquire an unforgettable and valuable experience burring deeply in his mind.",Premise,18,"[CLS] with this distinguished performance, the student would acquire an unforgettable and valuable experience burring deeply in his mind.",25,25,0
3378,"if they continue to behave in such a way, it will create a misleading image to young people who may think that extraordinary life can be achieved without hard work.",Premise,30,"[CLS] if they continue to behave in such a way, it will create a misleading image to young people who may think that extraordinary life can be achieved without hard work.",33,33,0
3379,the introduction of increasing number of reality shows have made it possible for all those lucky ones to triumph.,Premise,19,[CLS] the introduction of increasing number of reality shows have made it possible for all those lucky ones to triumph.,21,21,0
3380,"however, if children get good care and instructions from their parents, they can take advantages of the work to learn valuable things and avoid going in a wrong way.",Premise,29,"[CLS] however, if children get good care and instructions from their parents, they can take advantages of the work to learn valuable things and avoid going in a wrong way.",33,33,0
