,ProcessedText,InformationType_coarse,ProcessedText_length,ProcessedText_BERT,ProcessedText_BERTbase_length,ProcessedText_BERTlarge_length,InformationType_label
1390,"as a consequence, children will learn behavior from what they see on tv not from their parents.",Claim,17,"[CLS] as a consequence, children will learn behavior from what they see on tv not from their parents.",20,20,1
1391,due to this they lag in their studies.,None,8,[CLS] due to this they lag in their studies.,11,11,2
1392,"in addition, because the cost of treatment is often much higher than that of prevention, the government can save a lot of money for our country's health budget.",Premise,28,"[CLS] in addition, because the cost of treatment is often much higher than that of prevention, the government can save a lot of money for our country's health budget.",34,34,0
1393,"finally, we will be rewarded with pride.",Premise,7,"[CLS] finally, we will be rewarded with pride.",10,10,0
1394,"there are numerous bars, cafes and restaurants where i can go with my friends.",Premise,14,"[CLS] there are numerous bars, cafes and restaurants where i can go with my friends.",17,17,0
1395,"mobile phone; ""iron man"" / ""weichat"" - destroy social interactions?",None,10,"[CLS] mobile phone; ""iron man"" / ""weichat"" - destroy social interactions?",19,19,2
1396,"in a word, attending boys and girls in a same school would bring many advantages.",MajorClaim,15,"[CLS] in a word, attending boys and girls in a same school would bring many advantages.",18,18,3
1397,"as a result, this gives energy to the economic cycle, generating local economic prosperity in return.",Premise,16,"[CLS] as a result, this gives energy to the economic cycle, generating local economic prosperity in return.",20,20,0
1398,"professors not only have the knowledge, but also equip with experiences, knowing how to guide their students toward their academic achievements.",Premise,21,"[CLS] professors not only have the knowledge, but also equip with experiences, knowing how to guide their students toward their academic achievements.",27,27,0
1399,"at this moment, they would totally involve in the ocean of art and their stressful nervous would be relieved.",Premise,19,"[CLS] at this moment, they would totally involve in the ocean of art and their stressful nervous would be relieved.",23,23,0
1400,"thus, they tend to provide the best knowledge and advice from their experience for children.",Premise,15,"[CLS] thus, they tend to provide the best knowledge and advice from their experience for children.",18,18,0
1401,competitive children are more likely to be confident enough to handle the situations independently.,Claim,14,[CLS] competitive children are more likely to be confident enough to handle the situations independently.,16,16,1
1402,"by contrast, it is clear that music can have many mentally enhancing effects on students.",Premise,15,"[CLS] by contrast, it is clear that music can have many mentally enhancing effects on students.",18,18,0
1403,"nowadays, it is an increasingly common trend to take a break before starting university studies.",None,15,"[CLS] nowadays, it is an increasingly common trend to take a break before starting university studies.",18,18,2
1404,study at school or get a job?,None,7,[CLS] study at school or get a job?,9,9,2
1405,nowadays news media have become more and more popular.,None,9,[CLS] nowadays news media have become more and more popular.,11,11,2
1406,"firstly, this approach is a basis tool used in several fields such as taking notes, doing homework and writing.",Premise,19,"[CLS] firstly, this approach is a basis tool used in several fields such as taking notes, doing homework and writing.",23,23,0
